,sample,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8
1,apr_run1_10_10,0.198725917,0.217232653,0.209822419,0.219779722,0.213668988,0.164954363,0.161143714,0.087993314
2,apr_run1_3_3,0.171014664,0.196604703,0.173052896,0.185360234,0.178128658,0.12044817,0.123714199,0.075072492
3,apr_run1_4_4,0.161486813,0.186464482,0.169212976,0.191250035,0.173145746,0.106494826,0.113695018,0.063441012
4,apr_run1_5_5,0.889924094,0.988482182,0.813270352,0.694880615,0.96716955,0.627554722,0.547617417,0.083169078
5,apr_run1_6_6,0.861657268,0.958730847,0.788833059,0.695396998,0.939032908,0.601159335,0.529393182,0.04400352
6,apr_run1_7_7,0.181831494,0.187686666,0.193312664,0.175899316,0.188238945,0.148221224,0.152817465,0.117133324
7,apr_run1_8_8,0.175970434,0.183498949,0.186513225,0.174778863,0.187246426,0.145182867,0.148809502,0.071563791
8,apr_run1_9_9,0.204619608,0.223776667,0.215700775,0.224113665,0.2178732,0.15938123,0.159168258,0.095909225
9,apr_run10_1_11,0.491464737,0.614196165,0.373803651,0.412839918,0.499664843,0.334969203,0.327358609,0.154174903
10,apr_run10_10_20,0.230844628,0.235184741,0.216343765,0.272379108,0.217203403,0.209970329,0.212674183,0.026662659
11,apr_run10_2_12,0.467292425,0.594443758,0.361676952,0.402090509,0.474638802,0.317297887,0.312438179,0.146550008
12,apr_run10_3_13,0.239376686,0.238701689,0.247977469,0.251863937,0.236821081,0.223070397,0.212086852,0.073302458
13,apr_run10_4_14,0.227988177,0.230449532,0.236009073,0.248490788,0.227005192,0.204459613,0.20133532,0.071174228
14,apr_run10_5_15,0.858423316,0.942927986,0.766137176,0.649001823,0.900847124,0.600962834,0.52602801,0.02239859
15,apr_run10_6_16,0.807072949,0.898088861,0.724425178,0.639872082,0.855192454,0.55767903,0.544820628,0.057280184
16,apr_run10_7_17,0.220202447,0.266894835,0.197947212,0.224888013,0.243279746,0.152767933,0.191298081,0.098767167
17,apr_run10_8_18,0.207607316,0.257690581,0.191644041,0.227519968,0.232950127,0.140335235,0.174754682,0.090320166
18,apr_run10_9_19,0.237247016,0.246973644,0.226198463,0.277386509,0.219378557,0.230510407,0.210950491,0.027888683
19,apr_run11_1_21,0.189255298,0.222452719,0.189126765,0.20280425,0.197818907,0.14601247,0.136712238,0
20,apr_run11_10_30,0.251484196,0.257160837,0.266881776,0.284853258,0.249272529,0.225744254,0.246054284,0.024473931
21,apr_run11_2_22,0.183182058,0.214261945,0.184053858,0.201507259,0.187276618,0.128936871,0.123615925,0
22,apr_run11_3_23,0.212039571,0.264702103,0.180097914,0.203044427,0.216348214,0.15804263,0.127302293,0
23,apr_run11_4_24,0.203426043,0.253657659,0.171321888,0.190754851,0.211069553,0.153389076,0.142444735,0
24,apr_run11_7_27,0.13655051,0.140280467,0.144687522,0.15496104,0.132314188,0.142165042,0.126795869,0.003933466
25,apr_run11_8_28,0.133027474,0.133745898,0.140691529,0.148200825,0.127327109,0.137282923,0.110691945,0
26,apr_run11_9_29,0.260998192,0.262336653,0.278058447,0.290673292,0.255457462,0.247234768,0.237986485,0.025332832
27,apr_run12_1_31,0.603210177,0.758307051,0.461240231,0.514672505,0.605738046,0.419780055,0.359290968,0.181977863
28,apr_run12_10_40,0.36052754,0.340403544,0.384667555,0.379488754,0.382272251,0.294569872,0.294871497,0.158871663
29,apr_run12_2_32,0.579415641,0.732313221,0.44684106,0.500800361,0.583586144,0.388269344,0.36003963,0.158751678
30,apr_run12_3_33,0.283824645,0.29885777,0.252770501,0.249011407,0.259425777,0.217644592,0.212353013,0.102170289
31,apr_run12_4_34,0.25878526,0.279192196,0.236531093,0.23748,0.244715416,0.193336327,0.200618879,0.08886708
32,apr_run12_5_35,0.212934992,0.211014601,0.220683769,0.203524642,0.219797432,0.180572441,0.173121868,0.139281619
33,apr_run12_6_36,0.2061202,0.204093534,0.214268275,0.186990385,0.21265094,0.179635833,0.192550371,0.140866329
34,apr_run12_7_37,0.474318669,0.472637092,0.468547135,0.512656279,0.453813704,0.369750879,0.375300278,0.185947893
35,apr_run12_8_38,0.447943841,0.451307141,0.443626143,0.488042449,0.432543542,0.35891845,0.332257531,0.061865574
36,apr_run12_9_39,0.371595266,0.34943915,0.395857286,0.383223472,0.39498199,0.31338528,0.293196715,0.132047712
37,apr_run13_1_41,0.345314304,0.381943438,0.372943108,0.319358837,0.377028202,0.252884062,0.229689341,0.084003859
38,apr_run13_10_50,0.370887309,0.365864197,0.356984897,0.342992484,0.349628403,0.354350597,0.302296005,0.136821991
39,apr_run13_2_42,0.334626579,0.368005449,0.356650752,0.311607655,0.368863335,0.241044996,0.231540735,0.062114014
40,apr_run13_3_43,0.972352717,1.06755686,0.872790658,0.734027409,1.016986924,0.700309774,0.520262552,0.023462861
41,apr_run13_4_44,0.91353986,1.018524137,0.818561887,0.723808314,0.96364083,0.640219019,0.500051269,0.021781231
42,apr_run13_5_45,0.209991941,0.193947267,0.217409214,0.261576598,0.199083433,0.258203337,0.41038633,0.268526536
43,apr_run13_6_46,0.195156677,0.187253858,0.205802596,0.251441703,0.184703997,0.234116563,0.319810203,0.153351783
44,apr_run13_9_49,0.386067709,0.377918704,0.37008956,0.353379263,0.362763186,0.375790672,0.327945262,0.088041662
45,apr_run14_1_51,0.825149853,0.795905281,0.834327644,0.848855181,0.807584698,0.679233836,0.717058077,0.561896273
46,apr_run14_10_60,0.831903624,0.846614356,0.694456732,0.634392613,0.708280648,0.798372196,0.768326803,0.347847457
47,apr_run14_11_61,0.227873788,0.222010087,0.24784164,0.190389379,0.249498917,0.192909366,0.150475215,0.031954719
48,apr_run14_12_62,0.217989631,0.215175349,0.237275492,0.190149839,0.237998273,0.181030916,0.136942381,0.015640091
49,apr_run14_2_52,0.782914454,0.769257204,0.798647129,0.826891109,0.77307409,0.636789912,0.691177826,0.506576705
50,apr_run14_3_53,0.216395119,0.229284105,0.212911143,0.216165454,0.221250594,0.163219926,0.203582869,0.103765477
51,apr_run14_5_55,0.999871423,1.01315135,0.880753893,0.729429527,0.931905336,0.828750256,0.678656619,0.188135362
52,apr_run14_6_56,0.963057128,0.981113852,0.850336058,0.69719079,0.901747828,0.799140098,0.715213347,0.240224322
53,apr_run14_9_59,0.860263555,0.865048109,0.714355967,0.653050339,0.726983967,0.811427798,0.7851404,0.344891517
54,apr_run2_1_63,0.198575911,0.198299273,0.218386945,0.171318364,0.222831247,0.166504872,0.134314916,0.034124377
55,apr_run2_10_72,0.283989663,0.320281033,0.298848718,0.263478767,0.316767355,0.196062187,0.196476994,0.027522092
56,apr_run2_2_64,0.191819093,0.191635065,0.213296679,0.168442112,0.212931784,0.163191998,0.128717715,0.012633716
57,apr_run2_3_65,0.736372795,0.715891619,0.751262034,0.762561759,0.740218656,0.609898289,0.693803374,0.515233772
58,apr_run2_4_66,0.698312849,0.687276031,0.719695789,0.753461923,0.714822059,0.572868284,0.665855449,0.491550964
59,apr_run2_5_67,0.118054373,0.118675202,0.132183868,0.133316293,0.120282561,0.122763236,0.120867937,0.070462216
60,apr_run2_6_68,0.11422623,0.114811532,0.127436197,0.127497077,0.114335629,0.125383254,0.104132937,0.073370169
61,apr_run2_7_69,0.228357955,0.238142972,0.219664306,0.2644559,0.21895623,0.224746689,0.212413962,0.036702513
62,apr_run2_8_70,0.217043429,0.228071181,0.209593207,0.251746627,0.204210116,0.215593712,0.182994506,0.018765647
63,apr_run2_9_71,0.292785046,0.327902777,0.307949913,0.266664187,0.322203821,0.210306291,0.182128586,0.047578497
64,apr_run3_1_73,0.994518176,1.028507009,0.87921514,0.739120292,0.966147078,0.812340123,0.33509088,0.077853478
65,apr_run3_2_74,0.955235204,0.991156154,0.852062273,0.713644944,0.932575812,0.776170674,0.288414779,0.054266204
66,apr_run3_5_77,0.195241789,0.188221743,0.221554359,0.258537815,0.184741353,0.197254515,2.37E-21,0
67,apr_run3_6_78,0.190314941,0.180759078,0.216550419,0.25661377,0.185220156,0.198157092,0,0
68,apr_run3_7_79,0.248215028,0.248555577,0.266118523,0.27798927,0.242849184,0.153118171,0,0
69,apr_run3_8_80,0.23690187,0.239608055,0.255904424,0.269782063,0.236707145,0.147160293,0,0
70,apr_run4_1_81,0.316206542,0.290217544,0.342219412,0.325429448,0.337402586,0.246406782,0.244254401,0.096313322
71,apr_run4_10_90,0.360564421,0.34486222,0.350533783,0.313790044,0.347508179,0.339104211,0.326719531,0.145226304
72,apr_run4_2_82,0.302102333,0.278550398,0.328919783,0.316346704,0.327706394,0.243278016,0.205643587,0.097372628
73,apr_run4_3_83,0.203319301,0.238015266,0.177232505,0.175478751,0.207191587,0.157092148,0.120430311,0.101941733
74,apr_run4_4_84,0.195238744,0.227969466,0.17241768,0.175857131,0.205459868,0.139589087,0.122551801,0.079245265
75,apr_run4_5_85,0.865790727,0.876175855,0.727657285,0.646565206,0.753160629,0.811834367,0.754573004,0.396228966
76,apr_run4_6_86,0.82485126,0.845129985,0.718865618,0.626498594,0.729636937,0.765000132,0.731469775,0.340388651
77,apr_run4_7_87,0.535106981,0.651991401,0.418326528,0.440994829,0.547743843,0.354788436,0.350022449,0.225062675
78,apr_run4_8_88,0.508725069,0.629873335,0.404177175,0.423542786,0.525808938,0.343132952,0.349067293,0.197187733
79,apr_run4_9_89,0.371099476,0.356655535,0.361848993,0.322853358,0.352416791,0.351780613,0.320831873,0.147340251
80,apr_run5_1_91,0.250031075,0.257825991,0.236442841,0.246904978,0.226575282,0.186643573,0.085512511,0
81,apr_run5_2_92,0.239303546,0.257626062,0.231611204,0.234280165,0.21495045,0.192031373,0.066732002,0
82,apr_run5_3_93,0.22847829,0.284715431,0.208811187,0.24318083,0.247073831,0.133051198,0.041459177,0
83,apr_run5_4_94,0.221442561,0.271362366,0.199284673,0.232029859,0.237523963,0.127605857,0.028951082,0
84,apr_run5_5_95,0.413421991,0.41537374,0.417481728,0.452329455,0.400851374,0.325656752,0.177475764,0
85,apr_run5_6_96,0.382096903,0.379442647,0.398817012,0.422183638,0.378423648,0.296789425,0.191751618,0
86,apr_run6_1_99,0.215063844,0.207168259,0.233181064,0.178519538,0.236966813,0.158684006,0.070652494,0.030060476
87,apr_run6_10_108,0.223429844,0.261219205,0.192354815,0.224937808,0.242021712,0.117673484,0.120371564,0.028127646
88,apr_run6_2_100,0.207343382,0.190374695,0.222313257,0.175725534,0.232348067,0.147144218,0.058552245,0
89,apr_run6_3_101,0.1908437,0.173206727,0.204604041,0.244102383,0.177440648,0.210631493,0.182245364,0.03108415
90,apr_run6_4_102,0.183068675,0.166474564,0.197147706,0.22748524,0.180376909,0.20835503,0.171923848,0.001702346
91,apr_run6_5_103,0.843044433,0.856178143,0.703619201,0.637124656,0.730469656,0.777303047,0.608871949,0.137361056
92,apr_run6_6_104,0.784788971,0.792194122,0.663238754,0.604208738,0.693589211,0.72794324,0.600200707,0.123109966
93,apr_run6_9_107,0.228118689,0.271911587,0.199563268,0.229213656,0.241852232,0.131125653,0.103544822,0.02761385
94,apr_run7_1_109,0.31926007,0.352296129,0.336572,0.291569566,0.350892314,0.20547905,0.138313539,0
95,apr_run7_10_118,0.777556977,0.76895432,0.806938541,0.827068808,0.786898613,0.61104163,0.829481749,0.509590706
96,apr_run7_2_110,0.311255934,0.341958748,0.325745244,0.283546865,0.332501997,0.216397637,0.202271199,0
97,apr_run7_6_114,0.169400819,0.19431597,0.169002695,0.179244826,0.177342696,0.118000696,0.119413865,0
98,apr_run7_7_115,0.325477862,0.309059687,0.351322989,0.349408049,0.344310584,0.239896302,0.165210561,0
99,apr_run7_8_116,0.315467912,0.301433014,0.341577315,0.334610738,0.333594842,0.231321212,0.156046895,0
100,apr_run7_9_117,0.811551169,0.794450047,0.835338534,0.833519002,0.810470153,0.651779937,0.798982568,0.465807296
101,apr_run8_1_119,0.264704038,0.283749572,0.240462091,0.240336733,0.23724212,0.21035346,0.155378957,0.063253826
102,apr_run8_10_128,0.209109752,0.226042784,0.21017486,0.215542236,0.213135107,0.157272474,0.082536234,0.077778207
103,apr_run8_2_120,0.242292298,0.262909322,0.221310612,0.232147541,0.223799492,0.185580675,0.123176177,0.067558335
104,apr_run8_3_121,0.271150772,0.273703016,0.252313008,0.314878972,0.245868733,0.247065507,0.20642571,0.023041875
105,apr_run8_4_122,0.250713033,0.259938576,0.239411845,0.299879796,0.234049,0.234805571,0.180306675,0.024586733
106,apr_run8_5_123,0.429339515,0.426871232,0.417147806,0.469305186,0.416136328,0.336437647,0.291789647,0.029882597
107,apr_run8_6_124,0.415106894,0.413660507,0.404518835,0.458171065,0.405637164,0.319378238,0.271900572,0.03539437
108,apr_run8_7_125,0.209134723,0.254947133,0.171399828,0.195461467,0.211713023,0.158977428,0.094010857,0.035059819
109,apr_run8_8_126,0.199881087,0.247133172,0.16777797,0.196981846,0.203352754,0.141313426,0.083820792,0.00679042
110,apr_run8_9_127,0.216404547,0.235954368,0.214593368,0.221989564,0.217372764,0.162583727,0.101870222,0.06202256
111,apr_run9_1_129,0.380077032,0.374904379,0.366317176,0.347327605,0.35469508,0.376852717,0.348946484,0.140223706
112,apr_run9_10_138,0.955339372,0.987324911,0.84691827,0.739655634,0.902971234,0.761495988,0.648345038,0.231479378
113,apr_run9_2_130,0.364925875,0.363724854,0.360546542,0.350803251,0.342489618,0.337365912,0.338113265,0.153286389
114,apr_run9_3_131,0.138388441,0.138263648,0.146800129,0.159543227,0.131512975,0.134534463,0.134089349,0.098199436
115,apr_run9_4_132,0.133372729,0.133046523,0.143193827,0.156989976,0.127607884,0.126476176,0.127932782,0.077233207
116,apr_run9_5_133,0.200758365,0.198969269,0.218173467,0.186905472,0.204833532,0.169692961,0.217977721,0.302781621
117,apr_run9_6_134,0.188328029,0.189637638,0.206521487,0.178477011,0.195602531,0.153042815,0.208422523,0.271775218
118,apr_run9_9_137,1.023779102,1.045669927,0.89776165,0.76653017,0.944963957,0.843172619,0.683333007,0.229392837
119,may_run1_1_1,0.368424913,0.391199866,0.381473453,0.398477383,0.372227583,0,7.32E-21,0.006140244
120,may_run1_2_2,0.356582272,0.377795441,0.364507967,0.378689632,0.361317935,0,1.05E-20,0
121,may_run1_3_3,0.625674159,0.584397362,0.601236344,0.823116298,0.513202057,0.498192057,0.115923663,0.205962131
122,may_run1_4_4,0.602873855,0.562789901,0.580047267,0.797673764,0.503382496,0.46050599,0.098057165,0.166836121
123,may_run1_5_5,0.191896676,0.180353481,0.208315319,0.271448139,0.165921577,0,2.44E-20,0.045788813
124,may_run1_6_6,0.18648506,0.17160939,0.196278834,0.259521313,0.16341909,0,3.01E-20,0.047183607
125,may_run1_7_7,0.342759318,0.32910152,0.345638357,0.445325702,0.290562486,0.05647862,0,0.026640529
126,may_run1_8_8,0.328526689,0.315981725,0.330327725,0.425386405,0.286239533,0.038177029,1.77E-22,0
127,may_run10_10_20,0.163384536,0.171836014,0.159444676,0.183491594,0.169723946,0.118459758,0.091436778,0.022252462
128,may_run10_3_13,0.345576752,0.335234578,0.340052053,0.406500369,0.297142193,0.298063022,0.239093081,0.069819964
129,may_run10_4_14,0.331658769,0.324299953,0.329104622,0.391057016,0.29131004,0.284124409,0.225352825,0.069723612
130,may_run10_5_15,0.271911092,0.236506828,0.27654741,0.276564581,0.247386555,0.302914384,0.260071237,0.071974923
131,may_run10_6_16,0.260440415,0.23194087,0.267329145,0.26193643,0.23878432,0.29590183,0.246255965,0.080890826
132,may_run10_7_17,0.671081853,0.642095682,0.541939237,0.632160974,0.483699116,0.773017315,0.641070236,0.186788319
133,may_run10_8_18,0.638647116,0.616767913,0.524922543,0.611042181,0.462788569,0.732071909,0.60441395,0.173617163
134,may_run10_9_19,0.172236479,0.1771617,0.16468636,0.187602963,0.176040728,0.125728848,0.090093342,0.040103189
135,may_run11_1_21,0.260037083,0.268421926,0.236824628,0.30387993,0.231274528,0.252759625,0.247511139,0.079340551
