Date,Ebro_Arroyo,Uderrera_Eraul,Estella_Ega,Ega,Tiron_SanMigueldePedroso,Arlanzon_Uzquiza,Bernesga_Villamanin,Carrion_Compuerto,Cea_VillaverdedeArcayos,Curueno_CaldasdeNocedo,Duero_CuerdadelPozo,Esla_Riano,Luna_Barrios,Omana_LasOmana,Aguilar_Pisuerga,Pisuerga_Requejada,Porma_Emb,Deva_Puentelles,Narcea_LaBarca,LaCohilla_Nansa,Nalon_ElCondado,Sella_CangasdeOnis,Nansa_PuentePumar
5/10/17,1.140625,2.010520833,3.091979167,1.081458333,0.705,0.728,2.264,1.149,0.912,1.389,5.548,17.548,1.235,3.388,8.414,1.531,7.244,4.65,16.27,1.57,,6.63,0.65125
5/11/17,1.045208333,2.042291667,2.983229167,0.9409375,0.8090625,0.879,2.55,1.155,1.345,3.172,5.557,16.126,1.246,4.11,7.402,1.571,6.094,5.25,10.8,1.56,2.33,5.56,0.771736111
5/12/17,0.99,2.040416667,2.923854167,0.8834375,0.84,0.746,2.859,1.166,1.667,4.465,5.563,14.707,1.533,5.201,6.603,1.632,4.397,6.03,4.54,1.57,2.33,6.08,0.9690625
5/13/17,0.99,2.005416667,2.804166667,0.79875,0.928229167,0.768,2.565,1.165,2.793,3.435,5.573,13.28,1.823,5.894,6.649,1.618,3.493,8.58,4.57,1.57,2.33,7.88,1.480104167
5/14/17,0.99,1.884791667,2.64375,0.758958333,1.056875,0.814,2.36,1.169,1.99,2.935,5.553,12.748,1.819,5.29,6.919,1.604,3.505,7.48,4.66,1.56,2.33,7.86,0.956840278
5/15/17,0.99,1.799479167,2.422916667,0.6234375,1.056875,0.706,2.184,1.157,1.698,2.262,5.579,12.525,1.817,4.753,8.186,1.594,3.509,6.06,4.6,1.56,,6.54,0.754166667
5/16/17,0.99,1.703958333,2.275208333,0.57125,0.899583333,0.698,2.07,1.153,1.562,1.903,5.565,11.079,1.549,4.273,8.139,1.564,2.947,5.66,4.5,1.56,,5.81,0.684791667
5/17/17,0.99,1.698333333,2.197916667,0.499583333,0.84,0.727,2.683,1.159,1.576,2.598,5.585,7.882,1.258,4.401,7.204,1.454,2.607,5.86,4.28,1.04,,6.69,0.967881944
5/18/17,0.946875,1.827708333,2.626770833,0.7990625,1.4865625,0.85,3.055,1.184,3.63,3.276,5.608,5.484,1.244,4.461,5.045,2.115,2.606,25.55,4.38,0.35,2.33,34.69,4.769618056
5/19/17,0.9,1.978333333,2.98,1.001666667,1.8759375,0.783,2.927,1.177,3.19,2.413,5.597,5.351,1.236,3.939,3.874,1.814,2.605,16.39,4.48,0.98,2.33,23.41,2.335694444
5/20/17,0.9571875,1.909583333,2.645833333,0.73625,1.579375,0.829,2.619,1.174,2.498,2.019,5.589,5.192,1.22,3.765,4.04,1.688,2.609,11.22,4.58,1.33,2.33,13.94,1.624826389
5/21/17,0.99,1.830520833,2.435416667,0.604895833,1.407395833,0.815,2.449,1.169,2.105,1.817,5.586,5.1,1.22,3.584,4.971,1.62,2.615,8.97,4.64,1.24,2.33,9.66,1.290381944
5/22/17,0.99,1.7559375,2.310416667,0.554479167,1.139375,0.714,2.304,1.177,1.942,1.695,5.587,5.04,1.219,3.484,4.956,1.579,2.62,7.75,4.57,1.39,,7.79,1.118888889
5/23/17,0.99,1.643541667,2.136458333,0.492916667,0.862916667,0.697,2.15,1.174,1.82,1.579,6.192,8.536,1.219,3.076,5.792,1.539,3.357,6.87,4.64,1.52,,7.45,0.934270833
5/24/17,0.99,1.5809375,1.9609375,0.38,0.7609375,0.674,2.006,1.164,1.654,1.488,6.494,12.885,1.217,3.027,8.843,1.516,6.25,6.12,4.5,1.49,,7.38,0.824583333
5/25/17,1.012604167,1.517604167,1.893333333,0.375729167,0.73,0.694,1.936,1.159,1.506,2.02,6.493,15.761,1.215,2.852,8.811,1.497,7.25,5.62,5.2,1.46,,6.52,0.736041667
5/26/17,1.034375,1.4846875,1.852083333,0.367395833,0.73,0.717,2.439,1.155,1.519,2.295,6.495,14.882,1.228,2.994,8.307,1.48,7.26,5.79,4.79,1.48,2.34,7.13,0.7025
5/27/17,1.09,1.45875,1.875625,0.416875,0.73,0.824,2.425,1.161,1.625,1.792,6.507,13.366,1.224,3.747,7.911,1.47,7.329,5.56,19.65,1.48,2.33,6.69,0.653958333
5/28/17,1.09,1.44125,1.8471875,0.4059375,0.72125,0.829,2.113,1.166,1.683,2.58,6.498,12.253,1.218,3.409,7.917,1.46,7.304,5.27,13.98,1.47,2.33,6.81,0.578090278
5/29/17,1.09,1.483541667,1.899166667,0.415625,0.62,0.772,2.107,1.17,1.982,1.95,6.506,13.412,1.239,3.447,7.938,1.465,7.267,5.99,6.65,1.56,,9.1,0.692291667
5/30/17,1.044166667,1.3975,1.911875,0.514375,0.73,0.775,1.971,1.172,1.906,1.635,6.499,15.779,1.292,3.316,7.972,1.464,7.29,8.22,10.31,1.62,,12.9,0.597013889
5/31/17,0.99,1.35375,1.8634375,0.5096875,0.72375,0.726,1.901,1.169,1.964,1.616,6.495,16.438,1.302,3.231,7.964,1.456,7.262,6.04,13.33,1.62,,9.13,0.514201389
6/1/17,0.9440625,1.310625,1.747083333,0.436458333,0.61,0.712,1.901,1.168,1.664,1.644,6.494,16.366,1.299,3.104,7.957,1.453,7.288,4.93,14.4,1.62,,7.26,0.469756944
6/2/17,0.9459375,1.2646875,1.675625,0.4109375,0.61,0.759,1.898,1.166,1.563,1.382,6.5,16.296,1.297,2.911,7.966,1.445,7.311,4.46,13.7,1.62,,6.83,0.432777778
6/3/17,0.99,1.2440625,1.721145833,0.477083333,0.6325,0.847,1.9,1.172,1.464,1.236,6.565,16.411,1.183,2.712,7.987,1.442,7.281,4.5,4.54,1.62,2.33,6.06,0.496493056
6/4/17,0.99,1.369166667,2.0775,0.708333333,0.703229167,0.875,2.035,1.17,1.433,1.153,6.572,17.422,1.14,2.704,8.162,1.44,7.598,4.81,12.1,1.62,2.33,6.04,0.481215278
6/5/17,0.992083333,1.461666667,2.427083333,0.965416667,0.84,0.782,1.898,1.178,1.393,1.094,5.959,20.986,1.24,2.561,8.691,1.434,9.305,5.19,11.77,1.59,,8.06,0.448576389
6/6/17,0.99,1.6175,2.31875,0.70125,0.799895833,0.755,1.8,1.172,1.342,1.046,5.577,23.058,1.165,2.425,8.692,2.269,9.306,4.52,8.95,1.54,,8.45,0.39
6/7/17,0.99,1.358958333,2.030208333,0.67125,0.73,0.716,1.7,1.171,1.237,1.001,5.567,23.095,1.224,2.255,8.662,1.443,9.321,4.06,9.3,1.54,,6.98,0.382361111
6/8/17,0.99,1.276354167,2.323958333,1.047604167,0.73,0.701,1.636,1.16,1.078,0.968,5.539,24.591,1.25,2.16,8.777,1.433,10.378,3.73,10.7,1.53,,6.53,0.340277778
6/9/17,0.99,1.0746875,2.573958333,1.499270833,0.69625,0.874,1.594,1.161,1.023,0.951,5.522,26.533,1.214,2.032,9.896,1.432,11.105,3.48,12.1,1.53,,5.96,0.310833333
6/10/17,0.99,0.97015625,2.0315625,1.06140625,0.61,1.141,1.499,1.157,1.025,0.925,5.517,27.482,1.256,1.844,10.932,1.43,11.111,3.21,4.8,1.53,,5.34,0.3096875
6/11/17,0.99,0.908197917,1.800104167,0.89190625,0.61,1.148,1.451,1.153,1.018,0.9,5.501,27.443,1.246,1.747,13.907,1.42,11.096,3.04,4.5,1.57,,4.6,0.2978125
6/12/17,1.018020833,0.892083333,1.699166667,0.807083333,0.591666667,1.032,1.41,1.137,0.93,0.872,6.02,27.458,1.226,1.65,15.088,1.412,11.095,2.96,10.1,1.6,,5.31,0.304166667
6/13/17,1.049375,0.875020833,1.639791667,0.764770833,0.5,1.014,1.515,1.148,0.912,0.853,6.379,27.515,1.224,1.646,15.011,1.417,11.085,3.1,11.7,1.5,2.33,5.24,0.3675
6/14/17,14.12927083,0.79775,1.580416667,0.782666667,0.5,1.004,1.484,1.141,1.179,0.839,7.162,27.396,1.23,1.717,14.942,1.415,11.047,3.46,5.25,1.62,2.33,4.91,0.338506944
6/15/17,20.03770833,0.78275,1.535416667,0.752666667,0.5,1.001,1.283,1.143,0.953,0.81,7.523,27.291,1.212,1.568,14.802,1.409,12.632,2.85,11.2,1.64,,4.22,0.276805556
6/16/17,14.450625,0.741145833,1.49875,0.757604167,0.464479167,1.037,1.181,1.125,0.82,0.769,7.517,27.432,1.16,1.422,14.667,1.401,14.937,2.59,4.5,1.63,,4.29,0.24
6/17/17,14.05479167,0.715822917,1.463125,0.747302083,0.402604167,1.122,1.098,1.109,0.702,0.737,7.51,28.252,1.14,1.291,14.644,1.397,14.955,2.47,10.7,1.62,,3.77,0.214375
6/18/17,14.1146875,0.705395833,1.457083333,0.7516875,0.39,1.048,1.033,1.159,0.651,0.703,7.502,35.938,1.14,1.128,14.589,1.387,14.909,2.3,4.7,1.61,,3.64,0.208229167
6/19/17,14.22625,0.703510417,1.416458333,0.712947917,0.39,1.005,1.03,1.158,0.644,0.671,7.509,35.399,1.186,1.091,17.586,1.376,16.213,2.17,4.5,1.62,2.33,4.13,0.557986111
6/20/17,14.46,0.7091875,1.434270833,0.725083333,0.39,1.023,1.307,1.163,0.637,0.654,7.574,35.32,1.158,1.083,20.027,1.376,16.954,3.08,4.5,1.61,2.33,4.32,0.479930556
6/21/17,16.9325,0.692145833,1.452291667,0.760145833,0.39,1.006,1.104,1.161,0.66,0.655,7.576,35.469,1.168,1.235,18.933,1.376,18.265,2.48,10.1,1.61,2.33,4.25,0.305729167
6/22/17,20.300625,0.62425,1.378958333,0.754708333,0.379791667,0.945,0.98,1.164,0.601,0.643,7.575,36.741,1.157,1.18,17.914,1.367,19.262,2.18,11.6,1.61,,3.74,0.239583333
6/23/17,19.88,0.6176875,1.344270833,0.726583333,0.325625,0.96,0.944,1.171,0.556,0.617,7.576,40.602,1.158,1.097,17.872,1.361,22.027,2.09,4.5,1.61,,3.47,0.230520833
6/24/17,19.88,0.590416667,1.344166667,0.75375,0.339375,1.046,0.953,1.173,0.529,0.59,7.564,41.8,1.167,1.071,17.948,1.346,23.505,2.05,4.5,1.62,,3.48,0.24
6/25/17,19.88,0.605395833,1.344166667,0.738770833,0.308125,1.073,0.949,1.175,0.49,0.568,7.582,39.52,1.155,1.104,17.85,1.342,23.536,2.03,4.5,1.62,,3.48,0.239895833
6/26/17,14.34833333,0.617854167,1.3853125,0.767458333,0.29625,1.035,1.245,1.159,0.814,2.44,7.587,34.166,1.17,1.153,17.695,1.343,21.704,2.3,4.5,1.62,,3.69,0.296493056
6/27/17,9.611979167,0.6364375,1.4025,0.7660625,0.28,1.051,1.573,1.157,1.05,2.329,7.561,29.938,1.146,1.139,16.894,1.377,17.697,2.85,11.4,1.63,2.33,5.22,1.384583333
6/28/17,9.612083333,0.679864583,1.491145833,0.81128125,0.2825,1.06,1.326,1.165,1.801,2.2,7.414,24.658,1.162,1.181,17.934,1.372,14.426,10.16,8.6,1.55,2.33,19.88,1.959722222
6/29/17,9.63,0.68928125,1.570729167,0.881447917,0.30375,1.152,1.199,1.167,1.238,1.523,7.476,22.033,1.165,1.263,17.882,1.354,11.797,5.78,9.3,1.67,2.33,10.62,0.691284722
6/30/17,9.63,0.70634375,1.6171875,0.91084375,0.316875,1.154,2.596,1.163,1.187,2.217,7.549,21.897,1.195,1.318,16.751,1.35,11.034,11.11,22.7,1.59,2.33,38.17,0.754826389
7/1/17,9.63,0.676958333,1.522395833,0.8454375,0.28,1.206,2.023,1.166,1.103,2.442,7.543,21.931,1.16,1.371,15.611,1.342,11.046,14.7,19.1,1.53,2.33,48.41,0.591493056
7/2/17,9.63,0.658,1.502916667,0.844916667,0.288125,1.23,1.504,1.169,0.903,1.696,7.563,21.853,1.149,1.274,15.467,1.338,11.054,8.44,5.3,1.52,,20.88,0.465936396
7/3/17,9.6378125,0.6101875,1.457916667,0.847729167,0.28,1.056,1.263,1.174,0.771,1.258,7.573,23.772,1.143,1.212,15.355,1.331,12.241,5.9,10.2,1.5,,13.27,0.392361111
7/4/17,9.56875,0.5535625,1.4071875,0.853625,0.268541667,1.014,1.115,1.179,0.635,1.089,7.538,26.601,1.117,1.071,15.23,1.323,12.972,4.39,19.05,1.48,2.33,9.9,0.342361111
7/5/17,9.76125,0.515572917,1.334270833,0.818697917,0.23,0.975,1.013,1.18,0.581,0.988,7.526,28.845,1.117,0.955,15.17,4.906,14.969,3.71,10.7,1.49,2.33,7.94,0.3084375
7/6/17,9.67125,0.494427083,1.308541667,0.814114583,0.233125,1.036,0.991,1.177,0.568,0.926,7.548,30.36,1.122,0.935,14.226,5.686,15.362,3.22,4.3,1.71,2.43,6.03,0.294270833
7/7/17,9.63,0.4608125,1.314166667,0.853354167,0.2565625,1.009,1.194,1.178,0.56,0.888,7.564,32.221,1.129,0.848,13.567,5.256,12.881,2.96,4.83,1.9,2.53,6.16,0.28
7/8/17,14.5278125,0.465822917,1.304583333,0.838760417,0.23,1.125,1.253,1.176,0.57,0.938,7.561,24.062,1.131,0.799,13.505,2.886,12.929,2.78,4.5,1.86,2.33,5.31,0.28
7/9/17,19.27291667,0.490114583,1.32625,0.836135417,0.21125,1.267,1.103,1.174,0.54,0.859,7.604,19.742,1.139,0.752,13.414,2.794,12.853,2.63,4.35,1.88,2.33,4.54,0.290034722
7/10/17,19.26,0.48203125,1.314375,0.83234375,0.23,1.066,1.137,1.17,0.506,0.806,7.606,23.304,1.124,0.785,13.11,5.711,14.131,2.57,4.97,1.88,2.33,4.53,0.330243056
7/11/17,17.25135417,0.439416667,1.289375,0.849958333,0.205625,1.011,0.988,1.145,0.49,0.763,6.902,32.226,1.12,0.824,13.058,6.031,21.055,2.47,4.67,1.93,2.33,5.47,0.276944444
7/12/17,14.1890625,0.417677083,1.2621875,0.844510417,0.17,1.011,0.878,1.128,0.424,0.725,6.679,33.138,1.137,0.784,13.431,5.573,24.016,2.3,8.81,2.08,2.33,4.7,0.239513889
7/13/17,14.46,0.411729167,1.2459375,0.834208333,0.17,0.996,0.836,1.112,0.382,0.686,7.146,36.321,1.116,0.726,13.396,5.175,24.486,2.15,4.46,2.22,2.33,4.03,0.210208333
7/14/17,14.46,0.397260417,1.23,0.832739583,0.17,1.014,0.805,1.093,0.342,0.64,7.366,39.233,1.09,0.695,14.659,5.118,22.367,2.07,4.73,2.29,2.33,5.07,0.21
7/15/17,14.46,0.3615625,1.2140625,0.8525,0.17,1.125,0.76,1.072,0.262,0.607,7.408,40.248,1.07,0.664,15.484,2.999,20.575,1.97,4.43,2.04,2.33,4.05,0.1996875
7/16/17,14.46,0.376104167,1.2084375,0.832333333,0.191875,1.167,0.716,1.056,0.241,0.573,7.413,37.582,1.06,0.614,15.399,3.006,21.241,1.86,4.8,2.04,2.33,3.77,0.179097222
7/17/17,14.47625,0.360208333,1.1984375,0.838229167,0.17,0.996,0.688,1.048,0.208,0.535,7.38,36.229,0.729,0.562,15.299,5.359,22.605,1.78,7.77,1.5,2.33,3.68,0.169375
7/18/17,14.53041667,0.337927083,1.206770833,0.86884375,0.17,1.037,0.641,1.041,0.204,0.495,7.399,36.485,0.435,0.443,15.264,4.209,23.513,1.75,4.46,1.12,2.33,3.63,0.140104167
7/19/17,14.54666667,0.643708333,1.326145833,0.6824375,0.150729167,1.015,0.648,1.037,0.179,0.469,8.091,35.665,0.439,0.378,15.26,3.505,20.784,1.6,4.62,1.35,2.33,4.64,0.136215278
7/20/17,14.59541667,0.470854167,1.289791667,0.8189375,0.12,0.972,0.709,1.043,0.166,0.468,8.462,36.462,0.525,0.372,15.264,6.118,18.515,1.65,4.49,1.38,,3.79,0.172395833
7/21/17,14.46,0.40315625,1.2415625,0.83840625,0.12,1,0.729,1.031,0.152,0.466,8.406,39.681,0.661,0.356,15.276,4.87,17.208,1.93,8.24,1.39,2.33,3.9,0.201979167
7/22/17,14.46,0.38071875,1.2375,0.85678125,0.12,1.118,0.684,1.029,0.163,0.46,8.397,39.835,0.373,0.337,15.225,3.059,16.923,1.83,4.63,1.39,2.33,3.67,0.179652778
7/23/17,14.46,0.3496875,1.2103125,0.860625,0.116666667,1.124,0.667,1.021,0.144,0.454,8.387,37.056,0.493,0.305,15.156,3.076,17.983,1.71,4.35,1.38,,3.59,0.174583333
7/24/17,14.46541667,0.337760417,1.206875,0.869114583,0.11,1.008,0.661,1.02,0.146,0.44,8.385,35.258,0.961,0.288,15.786,5.193,19.613,1.63,4.7,1.31,,3.61,0.16
7/25/17,14.51416667,0.317802083,1.208125,0.890322917,0.11,1.023,0.665,1.016,0.132,0.436,8.378,35.288,0.889,0.363,16.236,5.356,23.307,1.51,4.5,0.78,,4.17,0.16
7/26/17,14.46,0.336427083,1.2090625,0.872635417,0.11,0.99,0.619,1.01,0.144,0.424,8.169,36.445,0.509,0.362,15.156,5.847,24.785,1.46,4.3,0.59,,3.77,0.150729167
7/27/17,14.46,0.259645833,1.1925,0.932854167,0.11,1.766,0.585,1.005,0.116,0.414,8.316,38.003,0.222,0.395,13.67,5.091,24.741,1.43,4.46,0.6,,4.59,0.13
7/28/17,17.54770833,0.241666667,1.19,0.948333333,0.11,2.366,0.541,0.998,0.12,0.401,9.173,40.529,0.282,0.375,12.05,5.183,23.782,1.36,4.43,0.61,,3.63,0.13
7/29/17,19.67979167,0.217635417,1.178125,0.960489583,0.11,2.557,0.541,1,0.087,0.387,9.388,40.29,0.303,0.367,11.105,3.354,22.56,1.31,4.41,0.61,,3.33,0.121319444
7/30/17,19.73791667,0.222,1.16,0.938,0.11,2.483,0.517,1.004,0.084,0.374,9.413,38.006,0.275,0.355,11.053,3.465,21.458,1.25,4.4,0.61,,3.32,0.11
7/31/17,19.76375,0.260291667,1.16,0.899708333,0.11,1.843,0.573,0.988,0.072,0.368,9.417,35.956,0.275,0.4,11.777,5.575,20.598,1.24,3.8,0.63,,3.32,0.123472222
8/1/17,22.74270833,0.2495625,1.16,0.9104375,0.11,1.011,0.599,0.959,0.083,0.379,9.523,32.945,0.489,0.343,11.288,5.664,19.413,1.45,4,0.34,,3.48,0.135625
8/2/17,25.13635417,0.1946875,1.16,0.9653125,0.11,1.001,0.541,0.945,0.074,0.363,9.362,34.157,0.765,0.269,11.427,5.509,17.78,1.83,4,0.15,,4.28,0.130625
8/3/17,25.0640625,0.18134375,1.16,0.97865625,0.11,0.995,0.491,0.94,0.07,0.355,9.373,37.39,0.764,0.238,12.1,4.997,16.216,1.46,8,0.15,2.33,3.71,0.111875
8/4/17,24.98302083,0.1869375,1.16,0.9730625,0.107083333,1.035,0.493,0.938,0.065,0.343,9.357,41.066,0.749,0.215,12.033,5.084,15.761,1.31,4,0.15,2.33,3.44,0.11
8/5/17,24.9,0.19196875,1.16,0.96803125,0.109166667,1.107,0.518,0.94,0.061,0.338,9.356,40.356,0.747,0.212,10.634,3.448,15.897,1.46,4,0.15,2.33,4.99,0.115381944
8/6/17,25.03125,0.207447917,1.16,0.952552083,0.107916667,1.108,0.631,0.94,0.066,0.338,9.355,37.116,0.722,0.209,9.983,3.581,15.764,3.79,4,0.15,2.33,4.74,0.205972222
8/7/17,24.9590625,0.213,1.16,0.947,0.1059375,1.001,0.585,0.937,0.057,0.34,9.563,37.005,0.716,0.2,9.879,5.141,15.688,2.82,4,0.15,2.33,4.67,0.150763889
8/8/17,20.93479167,0.202760417,1.16,0.957239583,0.1,0.986,0.623,0.942,0.058,0.328,9.334,37.242,0.707,0.193,9.885,5.212,15.55,3.4,4,0.15,2.33,10.61,0.174340278
8/9/17,26.86375,0.231895833,1.156041667,0.924145833,0.1,1.02,0.595,0.947,0.049,0.33,8.368,38.863,0.696,0.236,9.872,5.227,15.545,2.78,5.2,0.15,2.33,6.79,0.151041667
8/10/17,24.9,0.1701875,1.154166667,0.983979167,0.101875,0.99,0.582,0.947,0.053,0.347,7.738,44.236,0.686,0.229,8.904,5.133,15.535,2.62,4,0.15,2.33,7.6,0.1309375
8/11/17,24.9,0.19290625,1.153541667,0.960635417,0.100520833,1.017,0.515,0.948,0.063,0.34,7.732,37.208,0.674,0.255,4.357,4.996,16.496,2.08,4,0.15,2.33,5.09,0.115416667
8/12/17,24.9,0.18090625,1.154791667,0.973885417,0.1,1.153,0.48,0.953,0.054,0.327,7.712,36.953,0.647,0.244,3.417,3.51,17.16,1.77,4,0.15,,4.3,0.11
8/13/17,24.89354167,0.185666667,1.14,0.954333333,0.1,1.184,0.462,0.941,0.046,0.325,7.695,37.05,0.643,0.248,3.99,3.458,17.152,1.57,4,0.15,,3.9,0.092777778
8/14/17,24.9,0.15596875,1.14,0.98403125,0.1,1.131,0.453,0.923,0.038,0.316,7.691,35.154,0.643,0.299,4.803,4.957,16.161,1.44,4,0.15,,3.68,0.090069444
8/15/17,24.9,0.141625,1.14,0.998375,0.1,1.085,0.461,0.923,0.034,0.308,7.687,33.631,0.647,0.261,5.14,3.58,15.195,1.36,4.02,0.15,2.33,3.64,0.089305556
8/16/17,21.82895833,0.175375,1.14,0.964625,0.1,1.006,0.46,0.923,0.041,0.301,7.674,33.489,0.665,0.234,5.171,3.231,14.632,1.29,4,0.15,2.33,3.61,0.106458333
8/17/17,19.88,0.15175,1.14,0.98825,0.1,0.995,0.426,0.921,0.035,0.298,7.662,32.63,0.718,0.219,3.945,0.963,13.71,1.23,4,0.15,2.33,3.48,0.091944444
8/18/17,19.88,0.15315625,1.14,0.98684375,0.1,0.991,0.422,0.925,0.042,0.292,7.631,31.808,0.739,0.214,3.271,0.959,13.415,1.2,4,0.15,2.33,3.4,0.089930556
8/19/17,19.88,0.14678125,1.14,0.99321875,0.1,1.218,0.432,0.925,0.037,0.29,7.639,31.887,0.74,0.223,3.225,0.96,13.298,1.35,3.9,0.15,4,3.44,0.104166667
8/20/17,19.88,0.16103125,1.14,0.97896875,0.1,1.09,0.393,0.923,0.033,0.283,7.663,30.962,0.71,0.212,3.207,0.937,13.233,1.55,3.9,0.15,2.33,3.48,0.103958333
8/21/17,19.88,0.158208333,1.14,0.981791667,0.1,0.97,0.356,0.91,0.034,0.279,7.666,28.342,0.733,0.177,3.153,0.81,11.405,1.39,3.9,0.15,,3.33,0.084722222
8/22/17,19.88,0.142052083,1.14,0.997947917,0.1,0.957,0.335,0.876,0.026,0.272,7.646,28.38,0.875,0.175,3.043,0.792,10.142,1.32,3.9,0.15,,3.32,0.079861111
8/23/17,19.88,0.13865625,1.14,1.00134375,0.1,0.955,0.339,0.88,0.023,0.27,7.634,29.222,0.863,0.209,3.128,0.779,10.244,1.24,3.9,0.15,,3.24,0.069375
8/24/17,19.88,0.15834375,1.14,0.98165625,0.1,0.974,0.341,0.878,0.02,0.266,7.642,33.496,0.847,0.28,3.275,0.769,11.456,1.23,3.9,0.15,,3.17,0.09554007
8/25/17,19.88,0.134114583,1.14,1.005885417,0.1,0.986,0.345,0.884,0.02,0.259,7.662,37.911,0.849,0.276,3.271,0.756,13.585,1.35,3.9,0.15,,3.21,0.11
8/26/17,19.88,0.123770833,1.14,1.016229167,0.1,1.046,0.341,0.886,0.02,0.29,7.671,38.352,0.839,0.308,3.267,0.751,12.565,1.32,4,0.15,,3.16,0.100763889
8/27/17,19.88,0.1583125,1.14,0.9816875,0.1,1.133,0.48,0.889,0.024,0.446,7.702,38.845,0.869,0.332,3.268,0.753,11.757,1.23,3.9,0.15,2.33,3.16,0.106423611
8/28/17,16.63697917,0.2136875,1.14,0.9263125,0.101458333,1.061,0.57,0.876,0.045,0.479,6.981,34.947,0.863,1.166,3.263,0.753,11.728,1.33,3.95,0.15,2.33,3.16,0.137291667
8/29/17,12.19614583,0.1883125,1.140625,0.9523125,0.100729167,1.066,0.415,0.862,0.074,0.412,5.99,31.594,0.833,0.638,3.262,0.749,10.858,1.23,3.9,0.15,2.33,3.1,0.121736111
8/30/17,9.79875,0.16428125,1.14,0.97571875,0.100625,1.018,0.562,0.857,0.062,0.454,5.451,27.96,0.832,0.462,3.26,0.743,10.101,2.79,6.5,0.15,2.33,8.82,0.402326389
8/31/17,9.63,0.139,1.14,1.001,0.103541667,1.014,0.624,0.862,0.087,0.519,5.405,23.534,0.799,0.474,3.299,0.738,10.027,7.5,9.3,0.15,2.33,15.72,0.390590278
9/1/17,9.63,0.201854167,1.189270833,0.987416667,0.1,1.055,0.468,0.859,0.104,0.452,5.384,21.596,0.749,0.469,3.369,0.733,9.234,3.96,7.5,0.15,2.33,7.49,0.195381944
9/2/17,9.6375,0.1688125,1.154166667,0.985354167,0.1,1.128,0.425,0.856,0.079,0.397,5.436,16.513,0.739,0.466,3.369,0.731,7.916,2.85,10.3,0.15,2.33,6,0.152916667
9/3/17,9.63,0.1620625,1.14,0.9779375,0.1,1.19,0.397,0.849,0.061,0.38,5.467,13.224,0.742,0.465,3.371,0.728,7.476,2.28,4.3,0.15,2.33,5.02,0.13
9/4/17,9.63,0.155760417,1.14,0.984239583,0.100208333,0.978,0.398,0.849,0.058,0.373,5.434,13.217,0.737,0.44,3.397,0.728,5.947,1.99,4.1,0.15,2.33,4.27,0.144583333
9/5/17,9.63,0.16184375,1.14,0.97815625,0.11,1.008,0.397,0.843,0.052,0.364,6.201,12.453,0.731,0.435,3.37,0.721,4.425,1.86,4.4,0.15,2.33,3.61,0.13
9/6/17,8.210729167,0.1585,1.14,0.9815,0.11,0.892,0.373,0.844,0.043,0.357,6.515,12.015,0.715,0.441,3.348,0.714,3.921,1.78,9.5,0.15,2.33,3.48,0.13
9/7/17,6.763125,0.137416667,1.14,1.002583333,0.11,1.044,0.364,0.846,0.05,0.353,6.497,12.84,0.707,0.459,3.35,0.717,3.877,1.78,4.31,0.15,2.33,3.48,0.125347222
9/8/17,6.7025,0.137885417,1.14,1.002114583,0.11,1.021,0.352,0.846,0.048,0.354,6.502,14.188,0.695,0.442,3.344,0.716,3.867,1.69,4.02,0.15,2.33,3.32,0.11
9/9/17,6.79,0.136020833,1.140416667,1.004395833,0.11,1.165,0.401,0.852,0.05,0.357,6.41,14.245,0.696,0.434,3.322,0.711,3.856,2.26,4.29,0.15,2.33,4.91,0.119236111
9/10/17,6.79,0.1646875,1.14,0.9753125,0.11,1.083,0.583,0.849,0.049,0.477,6.406,13.033,0.698,0.429,3.277,0.709,3.845,12.83,8.14,0.15,2.33,30.3,0.1453125
9/11/17,6.79,0.176572917,1.12625,0.949677083,0.11,1.101,0.446,0.845,0.043,0.433,6.498,10.097,0.702,0.413,3.206,0.705,3.842,6.01,5.6,0.23,2.41,12.87,0.13
9/12/17,5.648854167,0.152125,1.11,0.957875,0.11,0.991,0.398,0.845,0.048,0.384,6.499,8.501,0.695,0.399,3.169,0.709,3.237,5.19,4.2,0.31,2.37,12.07,0.140416667
9/13/17,4.0596875,0.139625,1.11,0.970375,0.11,0.983,0.373,0.835,0.05,0.376,5.968,8.109,0.694,0.42,3.158,0.703,2.858,3.83,14.05,0.35,2.33,8.61,0.119722222
9/14/17,3.236875,0.1384375,1.11,0.9715625,0.11,0.973,0.38,0.836,0.046,0.362,5.542,7.51,0.694,0.425,3.156,0.698,2.424,3.75,9.2,0.35,2.33,8.95,0.115798611
9/15/17,4.254166667,0.1373125,1.1278125,0.9905,0.11,1.049,0.461,0.835,0.043,0.367,5.554,7.079,0.694,0.426,3.156,0.721,2.13,4.21,8.5,0.39,2.33,8.43,0.16
9/16/17,5.062916667,0.15634375,1.1378125,0.98146875,0.11,1.1,0.534,0.834,0.046,0.397,5.627,7.065,0.693,0.456,3.144,0.718,2.13,6.3,4.2,0.41,2.4,15.58,0.155277778
9/17/17,5.11,0.1661875,1.14,0.9738125,0.11,1.103,0.453,0.832,0.059,0.405,5.653,7.052,0.692,0.497,3.141,0.719,2.123,4.69,4.2,0.41,2.48,11.76,0.13
